7.515250543698329011e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.515250743698328506e+02 2.726176710000000000e+08 4.000000000000000000e+00 6.815441775000000000e+07
7.515250943698328001e+02 2.048925526000000000e+09 3.000000000000000000e+01 6.829751753333333135e+07
7.515251143698327496e+02 2.049463914000000000e+09 3.000000000000000000e+01 6.831546379999999702e+07
7.515251343698326991e+02 2.119947684000000000e+09 3.100000000000000000e+01 6.838540916129031777e+07
7.515251543698326486e+02 1.916286491000000000e+09 2.800000000000000000e+01 6.843880325000000000e+07
7.515251743698325981e+02 1.917096529000000000e+09 2.800000000000000000e+01 6.846773317857143283e+07
7.515251943698325476e+02 2.058112729000000000e+09 3.000000000000000000e+01 6.860375763333334029e+07
7.515252143698324971e+02 2.334202016000000000e+09 3.400000000000000000e+01 6.865300047058823705e+07
7.515252343698324466e+02 2.061638277000000000e+09 3.000000000000000000e+01 6.872127590000000596e+07
7.515252543698323962e+02 1.790654037000000000e+09 2.600000000000000000e+01 6.887130911538460851e+07
7.515252743698323457e+02 2.413019834000000000e+09 3.500000000000000000e+01 6.894342382857142389e+07
7.515252943698322952e+02 2.277235571000000000e+09 3.300000000000000000e+01 6.900713851515151560e+07
7.515253143698322447e+02 2.005751293000000000e+09 2.900000000000000000e+01 6.916383768965516984e+07
7.515253343698321942e+02 2.355718426000000000e+09 3.400000000000000000e+01 6.928583605882352591e+07
7.515253543698321437e+02 2.152757612000000000e+09 3.100000000000000000e+01 6.944379393548387289e+07
7.515253743698320932e+02 2.296046933000000000e+09 3.300000000000000000e+01 6.957717978787878156e+07
7.515253943698320427e+02 2.090835482000000000e+09 3.000000000000000000e+01 6.969451606666666269e+07
7.515254143698319922e+02 2.168923617000000000e+09 3.100000000000000000e+01 6.996527796774193645e+07
7.515254343698319417e+02 1.963942469000000000e+09 2.800000000000000000e+01 7.014080246428571641e+07
7.515254543698318912e+02 2.674515262000000000e+09 3.800000000000000000e+01 7.038198057894736528e+07
7.515254743698318407e+02 2.260953305000000000e+09 3.200000000000000000e+01 7.065479078125000000e+07
7.515254943698317902e+02 2.059883471000000000e+09 2.900000000000000000e+01 7.103046451724137366e+07
7.515255143698317397e+02 2.492660254000000000e+09 3.500000000000000000e+01 7.121886440000000596e+07
7.515255343698316892e+02 2.438099296000000000e+09 3.400000000000000000e+01 7.170880282352940738e+07
7.515255543698316387e+02 2.309931879000000000e+09 3.200000000000000000e+01 7.218537121875000000e+07
7.515255743698315882e+02 2.181739554000000000e+09 3.000000000000000000e+01 7.272465179999999702e+07
7.515255943698315377e+02 2.267532881000000000e+09 3.100000000000000000e+01 7.314622196774193645e+07
7.515256143698314872e+02 2.665926824000000000e+09 3.600000000000000000e+01 7.405352288888889551e+07
7.515256343698314367e+02 2.023364826000000000e+09 2.700000000000000000e+01 7.493943800000000000e+07
7.515256543698313862e+02 2.733949975000000000e+09 3.600000000000000000e+01 7.594305486111110449e+07
7.515256743698313358e+02 2.638069141000000000e+09 3.400000000000000000e+01 7.759026885294117033e+07
7.515256943698312853e+02 2.930461882000000000e+09 3.700000000000000000e+01 7.920167248648647964e+07
7.515257143698312348e+02 2.355740511000000000e+09 2.900000000000000000e+01 8.123243141379310191e+07
7.515257343698311843e+02 3.047044793000000000e+09 3.600000000000000000e+01 8.464013313888889551e+07
7.515257543698311338e+02 3.487128003000000000e+09 3.900000000000000000e+01 8.941353853846153617e+07
7.515257743698310833e+02 2.979390283000000000e+09 3.100000000000000000e+01 9.610936396774193645e+07
7.515257943698310328e+02 3.589236443000000000e+09 3.300000000000000000e+01 1.087647406969697028e+08
7.515258143698309823e+02 4.841838779000000000e+09 3.900000000000000000e+01 1.241497122820512801e+08
7.515258343698309318e+02 5.275073557000000000e+09 3.100000000000000000e+01 1.701636631290322542e+08
7.515258543698308813e+02 6.565687050000000000e+09 3.000000000000000000e+01 2.188562350000000000e+08
7.515258743698308308e+02 1.118771525000000000e+10 3.800000000000000000e+01 2.944135592105262876e+08
7.515258943698307803e+02 9.408478822000000000e+09 3.300000000000000000e+01 2.851054188484848738e+08
7.515259143698307298e+02 8.004472284000000000e+09 3.000000000000000000e+01 2.668157428000000119e+08
7.515259343698306793e+02 8.087044960000000000e+09 3.500000000000000000e+01 2.310584274285714328e+08
7.515259543698306288e+02 5.398668302000000000e+09 3.200000000000000000e+01 1.687083844375000000e+08
7.515259743698305783e+02 4.469462399000000000e+09 3.300000000000000000e+01 1.354382545151515007e+08
7.515259943698305278e+02 3.905924680000000000e+09 3.500000000000000000e+01 1.115978480000000000e+08
7.515260143698304773e+02 3.463471041000000000e+09 3.300000000000000000e+01 1.049536679090909064e+08
7.515260343698304268e+02 3.694440730000000000e+09 3.700000000000000000e+01 9.984974945945945382e+07
7.515260543698303763e+02 3.061302168000000000e+09 3.100000000000000000e+01 9.875168283870968223e+07
7.515260743698303258e+02 3.382594213000000000e+09 3.400000000000000000e+01 9.948806508823528886e+07
7.515260943698302754e+02 3.735341120000000000e+09 3.500000000000000000e+01 1.067240320000000000e+08
7.515261143698302249e+02 4.244087545000000000e+09 3.200000000000000000e+01 1.326277357812500000e+08
7.515261343698301744e+02 4.798347011000000000e+09 3.400000000000000000e+01 1.411278532647058964e+08
7.515261543698301239e+02 5.155554457000000000e+09 3.500000000000000000e+01 1.473015559142857194e+08
7.515261743698300734e+02 5.241962963000000000e+09 3.500000000000000000e+01 1.497703703714285791e+08
7.515261943698300229e+02 4.126818410000000000e+09 3.300000000000000000e+01 1.250551033333333284e+08
7.515262143698299724e+02 3.779306242000000000e+09 3.300000000000000000e+01 1.145244315757575780e+08
7.515262343698299219e+02 4.070775573000000000e+09 3.500000000000000000e+01 1.163078735142857134e+08
7.515262543698298714e+02 4.073046917000000000e+09 3.300000000000000000e+01 1.234256641515151560e+08
7.515262743698298209e+02 4.639151274000000000e+09 3.400000000000000000e+01 1.364456257058823407e+08
7.515262943698297704e+02 4.924259154000000000e+09 3.100000000000000000e+01 1.588470694838709533e+08
7.515263143698297199e+02 5.496679058000000000e+09 3.000000000000000000e+01 1.832226352666666806e+08
7.515263343698296694e+02 8.051646688000000000e+09 3.200000000000000000e+01 2.516139590000000000e+08
7.515263543698296189e+02 1.487421276600000000e+10 4.000000000000000000e+01 3.718553191499999762e+08
7.515263743698295684e+02 1.461329889600000000e+10 2.700000000000000000e+01 5.412332924444444180e+08
7.515263943698295179e+02 2.555150233800000000e+10 4.000000000000000000e+01 6.387875584500000477e+08
7.515264143698294674e+02 1.809161728900000000e+10 2.900000000000000000e+01 6.238488720344827175e+08
7.515264343698294169e+02 1.817011316000000000e+10 3.400000000000000000e+01 5.344150929411764741e+08
7.515264543698293664e+02 1.143501239500000000e+10 3.300000000000000000e+01 3.465155271212121248e+08
7.515264743698293159e+02 7.223803586000000000e+09 3.000000000000000000e+01 2.407934528666666746e+08
