7.515250471537668773e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.515250671537668268e+02 7.349541830000000000e+08 1.100000000000000000e+01 6.681401663636363298e+07
7.515250871537667763e+02 1.002544883000000000e+09 1.500000000000000000e+01 6.683632553333333135e+07
7.515251071537667258e+02 1.336373358000000000e+09 2.000000000000000000e+01 6.681866789999999851e+07
7.515251271537666753e+02 1.203309914000000000e+09 1.800000000000000000e+01 6.685055077777777612e+07
7.515251471537666248e+02 1.202494095000000000e+09 1.800000000000000000e+01 6.680522750000000000e+07
7.515251671537665743e+02 1.136257076000000000e+09 1.700000000000000000e+01 6.683865152941176295e+07
7.515251871537665238e+02 1.269554643000000000e+09 1.900000000000000000e+01 6.681866542105263472e+07
7.515252071537664733e+02 1.002922779000000000e+09 1.500000000000000000e+01 6.686151860000000149e+07
7.515252271537664228e+02 1.403532866000000000e+09 2.100000000000000000e+01 6.683489838095238060e+07
7.515252471537663723e+02 1.069314379000000000e+09 1.600000000000000000e+01 6.683214868750000000e+07
7.515252671537663218e+02 1.336872062000000000e+09 2.000000000000000000e+01 6.684360310000000149e+07
7.515252871537662713e+02 1.270409784000000000e+09 1.900000000000000000e+01 6.686367284210526198e+07
7.515253071537662208e+02 1.270161009000000000e+09 1.900000000000000000e+01 6.685057942105263472e+07
7.515253271537661703e+02 1.203603032000000000e+09 1.800000000000000000e+01 6.686683511111111194e+07
7.515253471537661198e+02 1.270263443000000000e+09 1.900000000000000000e+01 6.685597068421052396e+07
7.515253671537660694e+02 1.404479987000000000e+09 2.100000000000000000e+01 6.687999938095238060e+07
7.515253871537660189e+02 1.337745677000000000e+09 2.000000000000000000e+01 6.688728385000000149e+07
7.515254071537659684e+02 1.204060067000000000e+09 1.800000000000000000e+01 6.689222594444444776e+07
7.515254271537659179e+02 1.070065662000000000e+09 1.600000000000000000e+01 6.687910387500000000e+07
7.515254471537658674e+02 1.404675313000000000e+09 2.100000000000000000e+01 6.688930061904761940e+07
7.515254671537658169e+02 1.471619737000000000e+09 2.200000000000000000e+01 6.689180622727272660e+07
7.515254871537657664e+02 1.539186137000000000e+09 2.300000000000000000e+01 6.692113639130435139e+07
7.515255071537657159e+02 1.003905028000000000e+09 1.500000000000000000e+01 6.692700186666666716e+07
7.515255271537656654e+02 1.204971240000000000e+09 1.800000000000000000e+01 6.694284666666666418e+07
7.515255471537656149e+02 1.338725390000000000e+09 2.000000000000000000e+01 6.693626950000000000e+07
7.515255671537655644e+02 1.138818733000000000e+09 1.700000000000000000e+01 6.698933723529411852e+07
7.515255871537655139e+02 1.272929159000000000e+09 1.900000000000000000e+01 6.699627152631578594e+07
7.515256071537654634e+02 1.473014885000000000e+09 2.200000000000000000e+01 6.695522204545454681e+07
7.515256271537654129e+02 1.206140506000000000e+09 1.800000000000000000e+01 6.700780588888888806e+07
7.515256471537653624e+02 1.475527852000000000e+09 2.200000000000000000e+01 6.706944781818182021e+07
7.515256671537653119e+02 1.006565246000000000e+09 1.500000000000000000e+01 6.710434973333333433e+07
7.515256871537652614e+02 1.478829296000000000e+09 2.200000000000000000e+01 6.721951345454545319e+07
7.515257071537652109e+02 1.276732250000000000e+09 1.900000000000000000e+01 6.719643421052631736e+07
7.515257271537651604e+02 1.547306693000000000e+09 2.300000000000000000e+01 6.727420404347826540e+07
7.515257471537651099e+02 1.012006638000000000e+09 1.500000000000000000e+01 6.746710920000000298e+07
7.515257671537650594e+02 1.489883988000000000e+09 2.200000000000000000e+01 6.772199945454545319e+07
7.515257871537650090e+02 1.357813516000000000e+09 2.000000000000000000e+01 6.789067579999999702e+07
7.515258071537649585e+02 1.238622505000000000e+09 1.800000000000000000e+01 6.881236138888889551e+07
7.515258271537649080e+02 1.470756199000000000e+09 2.100000000000000000e+01 7.003600947619047761e+07
7.515258471537648575e+02 1.346023558000000000e+09 1.900000000000000000e+01 7.084334515789473057e+07
